date,regime,final_score,target_exposure,transition_occurred,close,indicator_scores,pca_components,posteriors
2020-02-26 00:00:00+00:00,BULL,0.29127423077481607,0.7785318268066332,False,8785.25,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.15313506135627913, 'TrendStrengthIndex': 1.0}","{'PC1': -0.7601002946549485, 'PC2': 2.9963964126723575, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 2.0323403650017587e-05, 'SIDEWAYS': 0.0014587479757384178, 'BULL': 0.9985209286202894, 'sth_nupl': 0.0884, 'sth_mvrv': 1.097}"
2020-02-27 00:00:00+00:00,BULL,0.3168038503991931,0.7544379705795036,False,8823.21,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.2791351817380531, 'TrendStrengthIndex': 1.0}","{'PC1': -0.45222576518176905, 'PC2': 2.446512136810867, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 9.024800702517468e-05, 'SIDEWAYS': 0.0004788842572860603, 'BULL': 0.9994308677358661, 'sth_nupl': 0.056, 'sth_mvrv': 1.0594}"
2020-02-28 00:00:00+00:00,BULL,0.3308493869415465,0.7408893472625182,False,8692.91,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.34845620262287985, 'TrendStrengthIndex': 1.0}","{'PC1': -0.28284357234853374, 'PC2': 2.1439843356013517, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.0004849631875409973, 'SIDEWAYS': 0.0005565672346472737, 'BULL': 0.9989584695782601, 'sth_nupl': 0.0, 'sth_mvrv': 1.0}"
2020-02-29 00:00:00+00:00,BULL,0.33575733386693546,0.7330195681994853,False,8523.61,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.3726791214334635, 'TrendStrengthIndex': 1.0}","{'PC1': -0.22365617071209676, 'PC2': 2.0382717209701027, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.003779427837060675, 'SIDEWAYS': 0.0006278726740620387, 'BULL': 0.9955926994886349, 'sth_nupl': -0.0018, 'sth_mvrv': 0.9982}"
2020-03-01 00:00:00+00:00,BULL,0.3401993099819298,0.7361666372507909,False,8531.88,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.39460226535245213, 'TrendStrengthIndex': 1.0}","{'PC1': -0.1700881455532275, 'PC2': 1.9425956844554255, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.024939613832146268, 'SIDEWAYS': 0.000430284113357935, 'BULL': 0.9746301020541843, 'sth_nupl': -0.0046, 'sth_mvrv': 0.9954}"
2020-03-02 00:00:00+00:00,BULL,0.3553159368436447,0.7268225011283775,False,8915.24,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.4692095972424942, 'TrendStrengthIndex': 1.0}","{'PC1': 0.012210864410406193, 'PC2': 1.6169975933900453, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.03815415651262336, 'SIDEWAYS': 0.0006085726622211646, 'BULL': 0.9612372708253011, 'sth_nupl': -0.0178, 'sth_mvrv': 0.9825}"
2020-03-03 00:00:00+00:00,BULL,0.36011401078683153,0.7335860437934589,False,8760.07,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.4928902436186327, 'TrendStrengthIndex': 1.0}","{'PC1': 0.07007325246673529, 'PC2': 1.5136515406639042, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.14328094107859018, 'SIDEWAYS': 0.0004188543737900583, 'BULL': 0.8563002045477953, 'sth_nupl': -0.0272, 'sth_mvrv': 0.9735}"
2020-03-04 00:00:00+00:00,BULL,0.3630176012244105,0.7407098490627981,False,8750.87,"{'AdvancedStochastic': -1.0, 'RSI-50': 1.0, 'FourierSupertrend': 0.5072207644041826, 'TrendStrengthIndex': 1.0}","{'PC1': 0.10508911063090731, 'PC2': 1.4511109016470225, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.39179495867955777, 'SIDEWAYS': 0.00024382739242753614, 'BULL': 0.6079612139279263, 'sth_nupl': 0.017, 'sth_mvrv': 1.0173}"
2020-03-05 00:00:00+00:00,BULL,0.5016773538926443,0.7576731879223341,False,9054.68,"{'AdvancedStochastic': -0.52, 'RSI-50': 1.0, 'FourierSupertrend': 0.5553253327602861, 'TrendStrengthIndex': 1.0}","{'PC1': 0.5458502871217549, 'PC2': 1.0493651820679402, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.42895810067238443, 'SIDEWAYS': 0.00028523179130918755, 'BULL': 0.5707566675363186, 'sth_nupl': -0.0005, 'sth_mvrv': 0.9995}"
2020-03-06 00:00:00+00:00,BULL,0.552395510872013,0.7785387368416996,False,9131.88,"{'AdvancedStochastic': -0.36, 'RSI-50': 1.0, 'FourierSupertrend': 0.5935610174530048, 'TrendStrengthIndex': 1.0}","{'PC1': 0.7470172119905023, 'PC2': 0.8185620463319603, 'pca_variance_explained': 85.48743535281737}","{'BEAR': 0.47985497503083024, 'SIDEWAYS': 0.0002220122472086678, 'BULL': 0.5199230127222094, 'sth_nupl': 0.0017, 'sth_mvrv': 1.0018}"
